language	lang_id	gloss	transcription	translation	comment
Kalikasa	kali1300	57. Suami	awan	husband	
Kalikasa	kali1300	58. Isteri	awan	wife	
Kalikasa	kali1300	59. Ibu	ina	mother	
Kalikasa	kali1300	60. Bapak	ama	father	
Kalikasa	kali1300	61. Kakak	kaka	older sibling	
Kalikasa	kali1300	62. Adik	waji	younger sibling	
Kalikasa	kali1300	63. Nama	najan	name	
Kalikasa	kali1300	64. Bilang	tədək	say	
Kalikasa	kali1300	65. Tali	tale	rope	
Kalikasa	kali1300	66. Mengikat 	soŋ	tie	
Kalikasa	kali1300	67. Menjahit 	saur	sew	
Kalikasa	kali1300	68. Pakaian 	alelolo	clothing	
Kalikasa	kali1300	69. Berburu	batin	hunt	
Kalikasa	kali1300	70. Menembak 	pasak	shoot	
Kalikasa	kali1300	71. Menikam 	tubak	stab	
Kalikasa	kali1300	72. Bertinju 	sadok	fist	
Kalikasa	kali1300	73. berkelahi 	puno	fight	
Kalikasa	kali1300	74. Membunuh 	belu	kill	
Kalikasa	kali1300	75. Mati 	mataj	dead	
Kalikasa	kali1300	76. Hidup 	mojip	alive	
Kalikasa	kali1300	77. Menggaruk 	kəragu	scratch	
Kalikasa	kali1300	78. Memotong	belu	cut	
Kalikasa	kali1300	79. Batang 	puk	stem	
Kalikasa	kali1300	80. Membelah 	ləga	split	
Kalikasa	kali1300	81. Tajam 	rəkət	sharp	
Kalikasa	kali1300	82. Tumpul 	kəmoson	blunt 	
Kalikasa	kali1300	83. Bekerja 	kərja	work	
Kalikasa	kali1300	84. Bermain 	gəlasa	play	
Kalikasa	kali1300	85. Menyanyi	kantar	sing	
Kalikasa	kali1300	86. Menari 	soka	dance	
Kalikasa	kali1300	87. Bengkak	sənobaj	swollen	
Kalikasa	kali1300	88. Memeras 	piuk	squeeze	
Kalikasa	kali1300	89. Memegang	sogan	hold	
Kalikasa	kali1300	90. Menggali 	galiŋ	dig	
Kalikasa	kali1300	91. Memberi 	be	give	
Kalikasa	kali1300	92. Menarik	tugu	pull	
Kalikasa	kali1300	93. Mendorong 	uduk	push	
Kalikasa	kali1300	94. Melempar 	batu	throw	
Kalikasa	kali1300	95. Jatuh 	gokal	fall	
Kalikasa	kali1300	96. Anjing 	au	dog	
Kalikasa	kali1300	97. Burung 	kəlieŋ	bird	
Kalikasa	kali1300	98. Telur 	təluk	egg	
Kalikasa	kali1300	99. Bulu 	rawuk	feather	
Kalikasa	kali1300	100. Sayap 	kəpik	wing	
Kalikasa	kali1300	101. Terbang 	bəka	fly	
Kalikasa	kali1300	102. Binatang 	əwaŋ	animal	
Kalikasa	kali1300	103. Daging 	elam	meat	
Kalikasa	kali1300	104. Lemak 	wojak	fat	
Kalikasa	kali1300	105. Ekor 	ikur	tale	
Kalikasa	kali1300	106. Ular 	ula	snake	
Kalikasa	kali1300	107. Cacing 	ekoj	worm	
Kalikasa	kali1300	108. Kutu 	kutu	louse	
Kalikasa	kali1300	109. Ikan 	ika	fish	
Kalikasa	kali1300	110. Pohon 	kaju	tree	
Kalikasa	kali1300	111. Busuk 	wauk	rotten	
Kalikasa	kali1300	112. Daun 	lolon	leaf	
Kalikasa	kali1300	113. Kulit kayu	kajukamak	bark	
Kalikasa	kali1300	114. Akar 	ramut	root	
Kalikasa	kali1300	115. Biji 	kuluk	seed	
Kalikasa	kali1300	116. Bunga 	puŋan	flower	
Kalikasa	kali1300	117. Buah 	wuak	fruit	
Kalikasa	kali1300	118. Rumput 	kərəkak	grass	
Kalikasa	kali1300	119. Tanah 	ənaj	earth	
Kalikasa	kali1300	120. Batu 	watu	stone	
Kalikasa	kali1300	121. Pasir 	botan	sand	
Kalikasa	kali1300	122. Air 	waer	water	
Kalikasa	kali1300	123. Membeku 	—	freeze	
Kalikasa	kali1300	124. Es 	—	ice	
Kalikasa	kali1300	125. Mengalir 	baŋak	flow	
Kalikasa	kali1300	126. Terapung 	teda	float	
Kalikasa	kali1300	127. Laut 	lojor	sea	
Kalikasa	kali1300	128. Garam 	irar	salt	
Kalikasa	kali1300	129. Danau 	liwu	lake	
Kalikasa	kali1300	130. Sungai 	waer	river	
Kalikasa	kali1300	131. Gunung 	ile	mountain	
Kalikasa	kali1300	132. Hutan	maŋak	forest	
Kalikasa	kali1300	133. Langit 	kələm	sky	
Kalikasa	kali1300	134. Matahari 	luwak	sun	
Kalikasa	kali1300	135. Bintang 	tona	star	
Kalikasa	kali1300	136. Awan 	kowa	cloud	
Kalikasa	kali1300	137. Embun 	apun	dew	
Kalikasa	kali1300	138. Hujan 	ujan	rain	
Kalikasa	kali1300	139. Salju 	—	snow	
Kalikasa	kali1300	140. Angin 	aŋin	wind	
Kalikasa	kali1300	141. Bertiup 	diji	blow	
Kalikasa	kali1300	142. Panas 	katiŋ	hot	
Kalikasa	kali1300	143. Dingin 	bələtəs	cold	
Kalikasa	kali1300	144. Kering 	majak	dry	
Kalikasa	kali1300	145. Basah 	sənəbar	wet	
Kalikasa	kali1300	146. Rata 	lerek	flat, smooth	
Kalikasa	kali1300	147. Berat 	bərat	heavy	
Kalikasa	kali1300	148. Api 	ape	fire	
Kalikasa	kali1300	149. Membakar 	papi	burn	
Kalikasa	kali1300	150. Asap 	sənəgur	smoke	
Kalikasa	kali1300	151. Abu 	kawok	dust	
Kalikasa	kali1300	152. Hitam 	mitəm	black 	
Kalikasa	kali1300	153. Putih 	bujak	white	
Kalikasa	kali1300	154. Merah 	meran	red	
Kalikasa	kali1300	155. Kuning 	kumas	yellow	
Kalikasa	kali1300	156. Hijau 	pətaŋəs	green	
Kalikasa	kali1300	157. Kecil 	anak	small	
Kalikasa	kali1300	158. Besar 	kedak	big	
Kalikasa	kali1300	159. Pendek 	məgok	short	
Kalikasa	kali1300	160. Panjang 	doak	long	
Kalikasa	kali1300	161. Tipis 	mipiw	thin	
Kalikasa	kali1300	162. Tebal 	pərəwak	thick	
Kalikasa	kali1300	163. Sempit 	kənipot	narrow	
Kalikasa	kali1300	164. Luas 	kedak	wide	
Kalikasa	kali1300	165. Lurus 	mulur	straight	
Kalikasa	kali1300	166. Tua 	magun	old	
Kalikasa	kali1300	167. Baru 	wərun	new	
Kalikasa	kali1300	168. Baik 	alus	good	
Kalikasa	kali1300	169. Jelek	kədatək	bad	
Kalikasa	kali1300	170. Betul 	nər moi	right, correct	
Kalikasa	kali1300	171. Malam 	bukən	night	
Kalikasa	kali1300	172. Tahun 	tunən	year	
Kalikasa	kali1300	173. Hari 	ləjon	day	
Kalikasa	kali1300	174. Bilamana 	jəm pira	when	
Kalikasa	kali1300	175. Di 	je	in 	
Kalikasa	kali1300	176. Dalam 	gomək	inside	
Kalikasa	kali1300	177. Di sini 	rene	here	
Kalikasa	kali1300	178. Di situ 	bete	there	
Kalikasa	kali1300	179. Ini 	rene	this	
Kalikasa	kali1300	180. Itu 	bete	that	
Kalikasa	kali1300	181. Dekat 	daek	near	
Kalikasa	kali1300	182. Jauh 	doak	far	
Kalikasa	kali1300	183. Di mana 	nagane	where	
Kalikasa	kali1300	184. Saya 	gone	1SG	
Kalikasa	kali1300	185. Engkau/ kamu 	mone 	2SG;2PL	
Kalikasa	kali1300	186. Dia 	nane	3SG	
Kalikasa	kali1300	187. Kita 	tite	1PL.INC	
Kalikasa	kali1300	188. Kami 	kame	1PL.EXC	
Kalikasa	kali1300	189. Mereka 	dane	3PL	
Kalikasa	kali1300	190. Apa 	naoga	what	
Kalikasa	kali1300	191. Siapa 	naku	who	
Kalikasa	kali1300	192. Lain	gesak	other	
Kalikasa	kali1300	193. Beberapa 	uapira	some	
Kalikasa	kali1300	194. Banyak 	raik	many	
Kalikasa	kali1300	195. Sedikit 	kənako	few	
Kalikasa	kali1300	196. Semua 	dərwaki	all	
Kalikasa	kali1300	197. Dan 	ko	and	ko, mo: different inflections
Kalikasa	kali1300	198. Dengan	ko	with	ko, mo: different inflections
Kalikasa	kali1300	199. Sebab 	pukən	because	
Kalikasa	kali1300	200. Jikalau 	kalu ma	if	
